"text","created"
"RT @laurenberry1216: @jacknicas @TheWeekly This same thing happened to my aunt and now she not only has been scammed out of thousands of do…","2019-07-29"
"#bluefamilyprays
Father I pray You will give Joe lots of strength. Jinky injured &amp; can't work as service dog. Lung… https://t.co/lrFDQfzkR9","2019-07-29"
"#Revolutionary Blood Test will #Detect Stage 1 Lung #Cancer 

https://t.co/naQmwGawNY

Image of lung cancer via… https://t.co/ldFK8d0iLb","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"HEALTH WARNING :SMOKING IS A MAIN CAUSE OF LUNG CANCER, LUNG DISEASES AND OF HEART ARTICLES DISEASES.","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @CascadianSolo: I'd retweet you, but given that you're a lobbyist for the coal industry who denies climate change and a lobbyist for cig…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @ColinAllredTX: Heartbroken to hear that my North Texas colleague Rep. Ron Wright is battling lung cancer. Your optimism and dedication…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"@IlhanMN Moscow Mitch &amp; Russian Rand
10 counties in Kentucky are the worst poverty stricken areas in the USA with N… https://t.co/C2uscqwu3w","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @gdyagra: #PhilPulmo tweetchat 9pm tonight!  Lung Cancer talkies 🤓@mpinedamd @Ethel32602449 @peterblanco @pulmodocjubert @PulmoDude @iam…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @OncLive: Atezolizumab Plus Chemo Poised for EU Approval in Small Cell Lung Cancer #lcam #lcsm https://t.co/ZPmHe9K6j3","2019-07-29"
"RT @Jennife31580664: Lung Cancer Power house! @LudaBazhenovaMD @HwakeleeMD @giorgioscaglio3 @KarenReckampMD @donnashort @oncoOuLungCA @Vali…","2019-07-29"
"If Trump was down there does that mean that he may have lung cancer from inhaling asbestos🤔🤔🤔🤔🤔🤔🤔🤔🤔 Maybe he was ju… https://t.co/wdurZzMKtT","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"@nadinebells In my completed manuscript, one of the main characters has lung cancer. In the previously published no… https://t.co/hPAuAHyXFT","2019-07-29"
"Early CDT  New Test for Early Detection of Lung Cancer #LC #LungCancer #Lung_Cancer #LungCancerAwareness https://t.co/rMWbHYB2kz","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @Ivan_Echocardio: Cardiac metastasis of lung cancer (2D/3D TTE)
#echofirst #cardiotwitter #FOAMed https://t.co/rcqt8WE3Av","2019-07-29"
"blood clot in his leg and a spot in his lung, which may mean his lung cancer is coming back. this guy lived through… https://t.co/LBTLoNd3Be","2019-07-29"
"@ratman720 @alexbruesewitz And not smoking doesn't stop lung cancer either, moot point.","2019-07-29"
"Lung cancer gone take me out like..im so stressed..i need to start hiding cigarettes😞","2019-07-29"
"Texas Rep. Ron Wright still running for reelection despite lung cancer diagnosis https://t.co/UCzA36tM0x","2019-07-29"
"RT @Ivan_Echocardio: Cardiac metastasis of lung cancer (2D/3D TTE)
#echofirst #cardiotwitter #FOAMed https://t.co/rcqt8WE3Av","2019-07-29"
"RT @accpchest: Extended #NLST follow-up shows benefit for CT lung screening. #lungcancer #pulmCC #cancer #lcsm #oncology https://t.co/5Hn2b…","2019-07-29"
"RT @Kakamega_pundit: Cancer screening should be made free in kenya

Cancer should be declared national disaster

Fact breast and cervical c…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @gdyagra: #PhilPulmo tweetchat 9pm tonight!  Lung Cancer talkies 🤓@mpinedamd @Ethel32602449 @peterblanco @pulmodocjubert @PulmoDude @iam…","2019-07-29"
"I'd retweet you, but given that you're a lobbyist for the coal industry who denies climate change and a lobbyist fo… https://t.co/93GxTqWqOs","2019-07-29"
"@TTG__CB My grandpa died of lung cancer...got some miracle shit from some Brazilian witch dr. Basically cured him.… https://t.co/Njy0UiWo5V","2019-07-29"
"RT @LungCancerFaces: If my mother’s Lung Cancer had been caught at an early stage, we might have been able to wish her Happy Birthday in pe…","2019-07-29"
"RT @GO2Foundation: Lung cancer survivors—use your personal experience to provide support+guidance to others navigating their #lungcancer jo…","2019-07-29"
"@PalmerReport Should really have lung cancer or something similar to medical emergency reasons of the REAL Helping Rescuers.","2019-07-29"
"@222angeI Literally breathin out lung cancer on others","2019-07-29"
"The CREB coactivator CRTC2 promotes oncogenesis in LKB1-mutant non-small cell lung cancer https://t.co/k58Vx033jW","2019-07-29"
"@Stephen08111 @artemis0801 @SolangeHando @BBCNews @Jenna_Coleman_ My mother had lung cancer in 2012, I had to trave… https://t.co/hcicUhGG7I","2019-07-29"
"RT @Ivan_Echocardio: Cardiac metastasis of lung cancer (2D/3D TTE)
#echofirst #cardiotwitter #FOAMed https://t.co/rcqt8WE3Av","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"@m3jstile @TriniGyal__x @likethecatmeow @s4ahh Who said she deserves cancer? I was offering her a tactic to try to… https://t.co/Lg580D6j02","2019-07-29"
"RT @Jennife31580664: Lung Cancer Power house! @LudaBazhenovaMD @HwakeleeMD @giorgioscaglio3 @KarenReckampMD @donnashort @oncoOuLungCA @Vali…","2019-07-29"
"I was sorry to learn that Congressman Wright is battling lung cancer. Like all Texans, I'm praying for the Congressman and his family","2019-07-29"
"RT @_fels1: Act Now!

Joyce Laboso-Colon Cancer
Ken Okoth- Colorectal Cancer
Bob Collymore- Acute Myeloid Leukemia
Ndiritu Gachagua- Pancre…","2019-07-29"
"@rachelh157 @joanwinter1856 Lost my mother to a very slow, ugly small cell lung cancer that spread quickly and no c… https://t.co/6fSmr78B5G","2019-07-29"
"thank god i dont smoke id be doing it all the time for the aesthetic and die of lung cancer cause i wanted to be an… https://t.co/qbO1OkPVBq","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"Texas Rep. Ron Wright still running for reelection despite lung cancer diagnosis https://t.co/eKIyJt4bik","2019-07-29"
"RT @Ivan_Echocardio: Cardiac metastasis of lung cancer (2D/3D TTE)
#echofirst #cardiotwitter #FOAMed https://t.co/rcqt8WE3Av","2019-07-29"
"@LiableClerk @ClarkeMicah @5_mini_Daves @bbc5live @DavidLammy @JDjanogly @normanlamb Ok at the end now! Is that all… https://t.co/imPoBw2Iwa","2019-07-29"
"Patriots, I need your help. Even a few bucks will go a long way. Mom is battling lung cancer and the tumours are sp… https://t.co/QQYswuiLZU","2019-07-29"
"RT @Ivan_Echocardio: Cardiac metastasis of lung cancer (2D/3D TTE)
#echofirst #cardiotwitter #FOAMed https://t.co/rcqt8WE3Av","2019-07-29"
"Bill President #Trump signed today ensures that #first_responders suffering from illnesses such as lung disease and… https://t.co/eLhmaW3vhR","2019-07-29"
"Took my dad for a ride yesterday, he’s in very poor health with COPD, lung cancer congestive heart failure and pros… https://t.co/TJQnczX2AC","2019-07-29"
"Bill President #Trump signed today ensures that #first_responders suffering from illnesses such as lung disease and… https://t.co/VTtwIM6KdG","2019-07-29"
"Bill President #Trump signed today ensures that #first_responders suffering from illnesses such as lung disease and… https://t.co/HyzNVbrfjs","2019-07-29"
"#PhilPulmo tweetchat 9pm tonight!  Lung Cancer talkies 🤓@mpinedamd @Ethel32602449 @peterblanco @pulmodocjubert… https://t.co/6mWdcoTNnI","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"T I L
Scatman john was diagnosed with a year to live due to terminal lung cancer
In this time he 
Realased his four… https://t.co/Hot7dGXtXw","2019-07-29"
"Bill President #Trump signed today ensures that #first_responders suffering from illnesses such as lung disease and… https://t.co/3p9DBKLR4N","2019-07-29"
"@_Tavares91 It is a nasty habit. I am glad I never touched it in my life.  Can't stand the smell of it.  My Uncle p… https://t.co/WyAsYbrJ8L","2019-07-29"
"@Goatial11 @iam_yoursummer @100Wadz @kxndIe_ You think because you don’t smoke you won’t get lung cancer? Aunt died… https://t.co/oI8PXG5sN1","2019-07-29"
"RT @TomDispatch: If the Amazon rain forest is the ""lungs"" of the world, then it looks like this planet has lung cancer in the Bolsonaro era…","2019-07-29"
"This patient today told me about his wife being diagnosed with lung cancer last year and how she was given a year t… https://t.co/0tpRCpzCRI","2019-07-29"
"@oddsamson But idk dude, the average tubby chain smoker with diabetes and lung cancer is more of a liability for th… https://t.co/ltAFAJY80K","2019-07-29"
"RT @MDAndersonNews: Can #immunotherapy combinations help treat more #lungcancer patients?
 
Learn how our Lung Cancer Moon Shot is finding…","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"@305miami6924 🙏🏿 for your friend.  I lost a sister to lung cancer.","2019-07-29"
"RT @BonganiKunene_: Yes yes lung cancer is terrible and all.
But bro, have you ever kissed a smoker? I genuinely hate to admit it but that…","2019-07-29"
"@ohtheyvedoneit @tmalbrghtn @tones1971 @DavidLammy Actually I know someone who smoked weed daily...recently died of… https://t.co/G6LzMuK3ja","2019-07-29"
"RT @nowthisnews: ‘Many people know that I was working in a restaurant when I got elected, but they don’t know why.’ — Rep. @AOC opened up a…","2019-07-29"
"RT @ameliaandjp: Meat Eater: You should care about humans. 

Me: Slaughter house workers have higher rates of cancer, lung diseases, PTSD,…","2019-07-29"
"RT @WFLA: An Army Green Beret says he wants justice after finding out he can’t sue his military doctor even after he says that doctor faile…","2019-07-29"
"RT @GO2Foundation: Lung cancer survivors—use your personal experience to provide support+guidance to others navigating their #lungcancer jo…","2019-07-29"
"RT @nvisionthing_au: @SkyNewsAust Let’s also add alt viewpoints on smoking &amp; lung cancer and how asbestosis &amp; silicosis are good for you wh…","2019-07-29"
"RT @TomDispatch: If the Amazon rain forest is the ""lungs"" of the world, then it looks like this planet has lung cancer in the Bolsonaro era…","2019-07-29"
"@LiableClerk @ClarkeMicah @5_mini_Daves @bbc5live @DavidLammy @JDjanogly @normanlamb Correlation vs causation lol!… https://t.co/e1jnnU0zUi","2019-07-29"
"RT @WFLA: An Army Green Beret says he wants justice after finding out he can’t sue his military doctor even after he says that doctor faile…","2019-07-29"
"RT @Ivan_Echocardio: Cardiac metastasis of lung cancer (2D/3D TTE)
#echofirst #cardiotwitter #FOAMed https://t.co/rcqt8WE3Av","2019-07-29"
"RT @Mangan150: Omega-3 fatty acid DHA kills human lung cancer cells, at 60 μM. According to my calculations, that level can be easily achie…","2019-07-29"
"Lung Cancer Radiation Therapy #LC #LungCancer #Lung_Cancer #LungCancerAwareness https://t.co/gzCD6fWCu6","2019-07-29"
"An Army Green Beret says he wants justice after finding out he can’t sue his military doctor even after he says tha… https://t.co/1Ec9tjY50L","2019-07-29"
